load_zone,fuel,period,fuel_cost
13-nuevo_laredo,natural_gas_cogen,2034,5.5885186
13-nuevo_laredo,natural_gas_cogen,2035,5.6688325
13-nuevo_laredo,natural_gas_cogen,2036,5.7491464
13-nuevo_laredo,natural_gas_cogen,2037,5.8294603
13-nuevo_laredo,natural_gas_cogen,2038,5.9097742
13-nuevo_laredo,natural_gas_cogen,2039,5.9900881
13-nuevo_laredo,natural_gas_cogen,2040,6.070402
13-nuevo_laredo,natural_gas_cogen,2041,6.1507159
13-nuevo_laredo,natural_gas_cogen,2042,6.2310298
13-nuevo_laredo,natural_gas_cogen,2043,6.3113437
13-nuevo_laredo,natural_gas_cogen,2044,6.3916576
13-nuevo_laredo,natural_gas_cogen,2045,6.4719715
13-nuevo_laredo,natural_gas_cogen,2046,6.5522854
13-nuevo_laredo,natural_gas_cogen,2047,6.6325993
13-nuevo_laredo,natural_gas_cogen,2048,6.7129132
13-nuevo_laredo,natural_gas_cogen,2049,6.7932271
13-nuevo_laredo,natural_gas_cogen,2050,6.873541
14-reynosa,natural_gas,2020,4.51
14-reynosa,natural_gas,2021,4.5444379
14-reynosa,natural_gas,2022,4.6247518
14-reynosa,natural_gas,2023,4.7050657
14-reynosa,natural_gas,2024,4.7853796
14-reynosa,natural_gas,2025,4.8656935
14-reynosa,natural_gas,2026,4.9460074
14-reynosa,natural_gas,2027,5.0263213
14-reynosa,natural_gas,2028,5.1066352
14-reynosa,natural_gas,2029,5.1869491
14-reynosa,natural_gas,2030,5.267263
14-reynosa,natural_gas,2031,5.3475769
14-reynosa,natural_gas,2032,5.4278908
14-reynosa,natural_gas,2033,5.5082047
14-reynosa,natural_gas,2034,5.5885186
14-reynosa,natural_gas,2035,5.6688325
14-reynosa,natural_gas,2036,5.7491464
14-reynosa,natural_gas,2037,5.8294603
14-reynosa,natural_gas,2038,5.9097742
14-reynosa,natural_gas,2039,5.9900881
14-reynosa,natural_gas,2040,6.070402
14-reynosa,natural_gas,2041,6.1507159
14-reynosa,natural_gas,2042,6.2310298
14-reynosa,natural_gas,2043,6.3113437
14-reynosa,natural_gas,2044,6.3916576
14-reynosa,natural_gas,2045,6.4719715
14-reynosa,natural_gas,2046,6.5522854
14-reynosa,natural_gas,2047,6.6325993
14-reynosa,natural_gas,2048,6.7129132
14-reynosa,natural_gas,2049,6.7932271
14-reynosa,natural_gas,2050,6.873541
14-reynosa,natural_gas_cogen,2020,4.51
14-reynosa,natural_gas_cogen,2021,4.5444379
14-reynosa,natural_gas_cogen,2022,4.6247518
14-reynosa,natural_gas_cogen,2023,4.7050657
14-reynosa,natural_gas_cogen,2024,4.7853796
14-reynosa,natural_gas_cogen,2025,4.8656935
14-reynosa,natural_gas_cogen,2026,4.9460074
14-reynosa,natural_gas_cogen,2027,5.0263213
14-reynosa,natural_gas_cogen,2028,5.1066352
14-reynosa,natural_gas_cogen,2029,5.1869491
14-reynosa,natural_gas_cogen,2030,5.267263
14-reynosa,natural_gas_cogen,2031,5.3475769
14-reynosa,natural_gas_cogen,2032,5.4278908
14-reynosa,natural_gas_cogen,2033,5.5082047
14-reynosa,natural_gas_cogen,2034,5.5885186
14-reynosa,natural_gas_cogen,2035,5.6688325
14-reynosa,natural_gas_cogen,2036,5.7491464
14-reynosa,natural_gas_cogen,2037,5.8294603
14-reynosa,natural_gas_cogen,2038,5.9097742
14-reynosa,natural_gas_cogen,2039,5.9900881
14-reynosa,natural_gas_cogen,2040,6.070402
14-reynosa,natural_gas_cogen,2041,6.1507159
14-reynosa,natural_gas_cogen,2042,6.2310298
14-reynosa,natural_gas_cogen,2043,6.3113437
14-reynosa,natural_gas_cogen,2044,6.3916576
14-reynosa,natural_gas_cogen,2045,6.4719715
14-reynosa,natural_gas_cogen,2046,6.5522854
14-reynosa,natural_gas_cogen,2047,6.6325993
14-reynosa,natural_gas_cogen,2048,6.7129132
14-reynosa,natural_gas_cogen,2049,6.7932271
14-reynosa,natural_gas_cogen,2050,6.873541
15-matamoros,natural_gas,2020,4.51
15-matamoros,natural_gas,2021,4.5444379
15-matamoros,natural_gas,2022,4.6247518
15-matamoros,natural_gas,2023,4.7050657
15-matamoros,natural_gas,2024,4.7853796
15-matamoros,natural_gas,2025,4.8656935
15-matamoros,natural_gas,2026,4.9460074
15-matamoros,natural_gas,2027,5.0263213
15-matamoros,natural_gas,2028,5.1066352
15-matamoros,natural_gas,2029,5.1869491
15-matamoros,natural_gas,2030,5.267263
15-matamoros,natural_gas,2031,5.3475769
15-matamoros,natural_gas,2032,5.4278908
15-matamoros,natural_gas,2033,5.5082047
15-matamoros,natural_gas,2034,5.5885186
15-matamoros,natural_gas,2035,5.6688325
15-matamoros,natural_gas,2036,5.7491464
15-matamoros,natural_gas,2037,5.8294603
15-matamoros,natural_gas,2038,5.9097742
15-matamoros,natural_gas,2039,5.9900881
15-matamoros,natural_gas,2040,6.070402
15-matamoros,natural_gas,2041,6.1507159
15-matamoros,natural_gas,2042,6.2310298
15-matamoros,natural_gas,2043,6.3113437
15-matamoros,natural_gas,2044,6.3916576
15-matamoros,natural_gas,2045,6.4719715
15-matamoros,natural_gas,2046,6.5522854
15-matamoros,natural_gas,2047,6.6325993
15-matamoros,natural_gas,2048,6.7129132
15-matamoros,natural_gas,2049,6.7932271
15-matamoros,natural_gas,2050,6.873541
15-matamoros,natural_gas_cogen,2020,4.51
15-matamoros,natural_gas_cogen,2021,4.5444379
15-matamoros,natural_gas_cogen,2022,4.6247518
15-matamoros,natural_gas_cogen,2023,4.7050657
15-matamoros,natural_gas_cogen,2024,4.7853796
15-matamoros,natural_gas_cogen,2025,4.8656935
15-matamoros,natural_gas_cogen,2026,4.9460074
15-matamoros,natural_gas_cogen,2027,5.0263213
15-matamoros,natural_gas_cogen,2028,5.1066352
15-matamoros,natural_gas_cogen,2029,5.1869491
15-matamoros,natural_gas_cogen,2030,5.267263
15-matamoros,natural_gas_cogen,2031,5.3475769
15-matamoros,natural_gas_cogen,2032,5.4278908
15-matamoros,natural_gas_cogen,2033,5.5082047
15-matamoros,natural_gas_cogen,2034,5.5885186
15-matamoros,natural_gas_cogen,2035,5.6688325
15-matamoros,natural_gas_cogen,2036,5.7491464
15-matamoros,natural_gas_cogen,2037,5.8294603
15-matamoros,natural_gas_cogen,2038,5.9097742
15-matamoros,natural_gas_cogen,2039,5.9900881
15-matamoros,natural_gas_cogen,2040,6.070402
15-matamoros,natural_gas_cogen,2041,6.1507159
15-matamoros,natural_gas_cogen,2042,6.2310298
15-matamoros,natural_gas_cogen,2043,6.3113437
15-matamoros,natural_gas_cogen,2044,6.3916576
15-matamoros,natural_gas_cogen,2045,6.4719715
15-matamoros,natural_gas_cogen,2046,6.5522854
15-matamoros,natural_gas_cogen,2047,6.6325993
15-matamoros,natural_gas_cogen,2048,6.7129132
15-matamoros,natural_gas_cogen,2049,6.7932271
15-matamoros,natural_gas_cogen,2050,6.873541
16-monterrey,diesel,2020,17.02
16-monterrey,diesel,2021,17.7695
16-monterrey,diesel,2022,17.974
16-monterrey,diesel,2023,18.1785
16-monterrey,diesel,2024,18.383
16-monterrey,diesel,2025,18.5875
16-monterrey,diesel,2026,18.792
16-monterrey,diesel,2027,18.9965
16-monterrey,diesel,2028,19.201
16-monterrey,diesel,2029,19.4055
16-monterrey,diesel,2030,19.61
16-monterrey,diesel,2031,19.8145
16-monterrey,diesel,2032,20.019
16-monterrey,diesel,2033,20.2235
16-monterrey,diesel,2034,20.428
16-monterrey,diesel,2035,20.6325
16-monterrey,diesel,2036,20.837
16-monterrey,diesel,2037,21.0415
16-monterrey,diesel,2038,21.246
16-monterrey,diesel,2039,21.4505
16-monterrey,diesel,2040,21.655
16-monterrey,diesel,2041,21.8595
16-monterrey,diesel,2042,22.064
16-monterrey,diesel,2043,22.2685
16-monterrey,diesel,2044,22.473
16-monterrey,diesel,2045,22.6775
16-monterrey,diesel,2046,22.882
16-monterrey,diesel,2047,23.0865
16-monterrey,diesel,2048,23.291
16-monterrey,diesel,2049,23.4955
16-monterrey,diesel,2050,23.7
16-monterrey,natural_gas,2020,4.51
16-monterrey,natural_gas,2021,4.5444379
16-monterrey,natural_gas,2022,4.6247518
16-monterrey,natural_gas,2023,4.7050657
16-monterrey,natural_gas,2024,4.7853796
16-monterrey,natural_gas,2025,4.8656935
16-monterrey,natural_gas,2026,4.9460074
16-monterrey,natural_gas,2027,5.0263213
16-monterrey,natural_gas,2028,5.1066352
16-monterrey,natural_gas,2029,5.1869491
16-monterrey,natural_gas,2030,5.267263
16-monterrey,natural_gas,2031,5.3475769
16-monterrey,natural_gas,2032,5.4278908
16-monterrey,natural_gas,2033,5.5082047
16-monterrey,natural_gas,2034,5.5885186
16-monterrey,natural_gas,2035,5.6688325
16-monterrey,natural_gas,2036,5.7491464
16-monterrey,natural_gas,2037,5.8294603
16-monterrey,natural_gas,2038,5.9097742
16-monterrey,natural_gas,2039,5.9900881
16-monterrey,natural_gas,2040,6.070402
16-monterrey,natural_gas,2041,6.1507159
16-monterrey,natural_gas,2042,6.2310298
16-monterrey,natural_gas,2043,6.3113437
16-monterrey,natural_gas,2044,6.3916576
16-monterrey,natural_gas,2045,6.4719715
16-monterrey,natural_gas,2046,6.5522854
16-monterrey,natural_gas,2047,6.6325993
16-monterrey,natural_gas,2048,6.7129132
16-monterrey,natural_gas,2049,6.7932271
16-monterrey,natural_gas,2050,6.873541
16-monterrey,natural_gas_cogen,2020,4.51
16-monterrey,natural_gas_cogen,2021,4.5444379
16-monterrey,natural_gas_cogen,2022,4.6247518
16-monterrey,natural_gas_cogen,2023,4.7050657
16-monterrey,natural_gas_cogen,2024,4.7853796
16-monterrey,natural_gas_cogen,2025,4.8656935
16-monterrey,natural_gas_cogen,2026,4.9460074
16-monterrey,natural_gas_cogen,2027,5.0263213
16-monterrey,natural_gas_cogen,2028,5.1066352
16-monterrey,natural_gas_cogen,2029,5.1869491
16-monterrey,natural_gas_cogen,2030,5.267263
16-monterrey,natural_gas_cogen,2031,5.3475769
16-monterrey,natural_gas_cogen,2032,5.4278908
16-monterrey,natural_gas_cogen,2033,5.5082047
16-monterrey,natural_gas_cogen,2034,5.5885186
16-monterrey,natural_gas_cogen,2035,5.6688325
16-monterrey,natural_gas_cogen,2036,5.7491464
16-monterrey,natural_gas_cogen,2037,5.8294603
16-monterrey,natural_gas_cogen,2038,5.9097742
16-monterrey,natural_gas_cogen,2039,5.9900881
16-monterrey,natural_gas_cogen,2040,6.070402
16-monterrey,natural_gas_cogen,2041,6.1507159
16-monterrey,natural_gas_cogen,2042,6.2310298
16-monterrey,natural_gas_cogen,2043,6.3113437
16-monterrey,natural_gas_cogen,2044,6.3916576
16-monterrey,natural_gas_cogen,2045,6.4719715
16-monterrey,natural_gas_cogen,2046,6.5522854
16-monterrey,natural_gas_cogen,2047,6.6325993
16-monterrey,natural_gas_cogen,2048,6.7129132
16-monterrey,natural_gas_cogen,2049,6.7932271
16-monterrey,natural_gas_cogen,2050,6.873541
17-saltillo,diesel,2020,17.02
17-saltillo,diesel,2021,17.7695
17-saltillo,diesel,2022,17.974
17-saltillo,diesel,2023,18.1785
17-saltillo,diesel,2024,18.383
17-saltillo,diesel,2025,18.5875
17-saltillo,diesel,2026,18.792
17-saltillo,diesel,2027,18.9965
17-saltillo,diesel,2028,19.201
17-saltillo,diesel,2029,19.4055
17-saltillo,diesel,2030,19.61
17-saltillo,diesel,2031,19.8145
17-saltillo,diesel,2032,20.019
17-saltillo,diesel,2033,20.2235
17-saltillo,diesel,2034,20.428
17-saltillo,diesel,2035,20.6325
17-saltillo,diesel,2036,20.837
17-saltillo,diesel,2037,21.0415
17-saltillo,diesel,2038,21.246
17-saltillo,diesel,2039,21.4505
17-saltillo,diesel,2040,21.655
17-saltillo,diesel,2041,21.8595
17-saltillo,diesel,2042,22.064
17-saltillo,diesel,2043,22.2685
17-saltillo,diesel,2044,22.473
17-saltillo,diesel,2045,22.6775
17-saltillo,diesel,2046,22.882
17-saltillo,diesel,2047,23.0865
17-saltillo,diesel,2048,23.291
17-saltillo,diesel,2049,23.4955
17-saltillo,diesel,2050,23.7
17-saltillo,natural_gas,2020,4.51
17-saltillo,natural_gas,2021,4.5444379
17-saltillo,natural_gas,2022,4.6247518
17-saltillo,natural_gas,2023,4.7050657
17-saltillo,natural_gas,2024,4.7853796
17-saltillo,natural_gas,2025,4.8656935
17-saltillo,natural_gas,2026,4.9460074
17-saltillo,natural_gas,2027,5.0263213
17-saltillo,natural_gas,2028,5.1066352
17-saltillo,natural_gas,2029,5.1869491
17-saltillo,natural_gas,2030,5.267263
17-saltillo,natural_gas,2031,5.3475769
17-saltillo,natural_gas,2032,5.4278908
17-saltillo,natural_gas,2033,5.5082047
17-saltillo,natural_gas,2034,5.5885186
17-saltillo,natural_gas,2035,5.6688325
17-saltillo,natural_gas,2036,5.7491464
17-saltillo,natural_gas,2037,5.8294603
17-saltillo,natural_gas,2038,5.9097742
17-saltillo,natural_gas,2039,5.9900881
17-saltillo,natural_gas,2040,6.070402
17-saltillo,natural_gas,2041,6.1507159
17-saltillo,natural_gas,2042,6.2310298
17-saltillo,natural_gas,2043,6.3113437
17-saltillo,natural_gas,2044,6.3916576
17-saltillo,natural_gas,2045,6.4719715
17-saltillo,natural_gas,2046,6.5522854
17-saltillo,natural_gas,2047,6.6325993
17-saltillo,natural_gas,2048,6.7129132
17-saltillo,natural_gas,2049,6.7932271
17-saltillo,natural_gas,2050,6.873541
17-saltillo,natural_gas_cogen,2020,4.51
17-saltillo,natural_gas_cogen,2021,4.5444379
17-saltillo,natural_gas_cogen,2022,4.6247518
17-saltillo,natural_gas_cogen,2023,4.7050657
17-saltillo,natural_gas_cogen,2024,4.7853796
17-saltillo,natural_gas_cogen,2025,4.8656935
17-saltillo,natural_gas_cogen,2026,4.9460074
17-saltillo,natural_gas_cogen,2027,5.0263213
17-saltillo,natural_gas_cogen,2028,5.1066352
17-saltillo,natural_gas_cogen,2029,5.1869491
17-saltillo,natural_gas_cogen,2030,5.267263
17-saltillo,natural_gas_cogen,2031,5.3475769
17-saltillo,natural_gas_cogen,2032,5.4278908
17-saltillo,natural_gas_cogen,2033,5.5082047
17-saltillo,natural_gas_cogen,2034,5.5885186
17-saltillo,natural_gas_cogen,2035,5.6688325
17-saltillo,natural_gas_cogen,2036,5.7491464
17-saltillo,natural_gas_cogen,2037,5.8294603
17-saltillo,natural_gas_cogen,2038,5.9097742
17-saltillo,natural_gas_cogen,2039,5.9900881
17-saltillo,natural_gas_cogen,2040,6.070402
17-saltillo,natural_gas_cogen,2041,6.1507159
17-saltillo,natural_gas_cogen,2042,6.2310298
17-saltillo,natural_gas_cogen,2043,6.3113437
17-saltillo,natural_gas_cogen,2044,6.3916576
17-saltillo,natural_gas_cogen,2045,6.4719715
17-saltillo,natural_gas_cogen,2046,6.5522854
17-saltillo,natural_gas_cogen,2047,6.6325993
17-saltillo,natural_gas_cogen,2048,6.7129132
17-saltillo,natural_gas_cogen,2049,6.7932271
17-saltillo,natural_gas_cogen,2050,6.873541
19-huasteca,diesel,2020,17.02
19-huasteca,diesel,2021,17.7695
19-huasteca,diesel,2022,17.974
19-huasteca,diesel,2023,18.1785
19-huasteca,diesel,2024,18.383
19-huasteca,diesel,2025,18.5875
19-huasteca,diesel,2026,18.792
19-huasteca,diesel,2027,18.9965
19-huasteca,diesel,2028,19.201
19-huasteca,diesel,2029,19.4055
19-huasteca,diesel,2030,19.61
19-huasteca,diesel,2031,19.8145
19-huasteca,diesel,2032,20.019
19-huasteca,diesel,2033,20.2235
19-huasteca,diesel,2034,20.428
19-huasteca,diesel,2035,20.6325
19-huasteca,diesel,2036,20.837
19-huasteca,diesel,2037,21.0415
19-huasteca,diesel,2038,21.246
19-huasteca,diesel,2039,21.4505
19-huasteca,diesel,2040,21.655
19-huasteca,diesel,2041,21.8595
19-huasteca,diesel,2042,22.064
19-huasteca,diesel,2043,22.2685
19-huasteca,diesel,2044,22.473
19-huasteca,diesel,2045,22.6775
19-huasteca,diesel,2046,22.882
19-huasteca,diesel,2047,23.0865
19-huasteca,diesel,2048,23.291
19-huasteca,diesel,2049,23.4955
19-huasteca,diesel,2050,23.7
19-huasteca,fuel_oil,2020,9.72
19-huasteca,fuel_oil,2021,10.0277
19-huasteca,fuel_oil,2022,10.2334
19-huasteca,fuel_oil,2023,10.4391
19-huasteca,fuel_oil,2024,10.6448
19-huasteca,fuel_oil,2025,10.8505
19-huasteca,fuel_oil,2026,11.0562
19-huasteca,fuel_oil,2027,11.2619
19-huasteca,fuel_oil,2028,11.4676
19-huasteca,fuel_oil,2029,11.6733
19-huasteca,fuel_oil,2030,11.879
19-huasteca,fuel_oil,2031,12.0847
19-huasteca,fuel_oil,2032,12.2904
19-huasteca,fuel_oil,2033,12.4961
19-huasteca,fuel_oil,2034,12.7018
19-huasteca,fuel_oil,2035,12.9075
19-huasteca,fuel_oil,2036,13.1132
19-huasteca,fuel_oil,2037,13.3189
19-huasteca,fuel_oil,2038,13.5246
19-huasteca,fuel_oil,2039,13.7303
19-huasteca,fuel_oil,2040,13.936
19-huasteca,fuel_oil,2041,14.1417
19-huasteca,fuel_oil,2042,14.3474
19-huasteca,fuel_oil,2043,14.5531
19-huasteca,fuel_oil,2044,14.7588
19-huasteca,fuel_oil,2045,14.9645
19-huasteca,fuel_oil,2046,15.1702
19-huasteca,fuel_oil,2047,15.3759
19-huasteca,fuel_oil,2048,15.5816
19-huasteca,fuel_oil,2049,15.7873
19-huasteca,fuel_oil,2050,15.993
19-huasteca,natural_gas,2020,4.53
19-huasteca,natural_gas,2021,4.5667428
19-huasteca,natural_gas,2022,4.6477176
19-huasteca,natural_gas,2023,4.7286924
19-huasteca,natural_gas,2024,4.8096672
19-huasteca,natural_gas,2025,4.890642
19-huasteca,natural_gas,2026,4.9716168
19-huasteca,natural_gas,2027,5.0525916
19-huasteca,natural_gas,2028,5.1335664
19-huasteca,natural_gas,2029,5.2145412
19-huasteca,natural_gas,2030,5.295516
19-huasteca,natural_gas,2031,5.3764908
19-huasteca,natural_gas,2032,5.4574656
19-huasteca,natural_gas,2033,5.5384404
19-huasteca,natural_gas,2034,5.6194152
19-huasteca,natural_gas,2035,5.70039
19-huasteca,natural_gas,2036,5.7813648
19-huasteca,natural_gas,2037,5.8623396
19-huasteca,natural_gas,2038,5.9433144
19-huasteca,natural_gas,2039,6.0242892
19-huasteca,natural_gas,2040,6.105264
19-huasteca,natural_gas,2041,6.1862388
19-huasteca,natural_gas,2042,6.2672136
19-huasteca,natural_gas,2043,6.3481884
19-huasteca,natural_gas,2044,6.4291632
19-huasteca,natural_gas,2045,6.510138
19-huasteca,natural_gas,2046,6.5911128
19-huasteca,natural_gas,2047,6.6720876
19-huasteca,natural_gas,2048,6.7530624
19-huasteca,natural_gas,2049,6.8340372
19-huasteca,natural_gas,2050,6.915012
19-huasteca,natural_gas_cogen,2020,4.53
19-huasteca,natural_gas_cogen,2021,4.5667428
19-huasteca,natural_gas_cogen,2022,4.6477176
19-huasteca,natural_gas_cogen,2023,4.7286924
19-huasteca,natural_gas_cogen,2024,4.8096672
19-huasteca,natural_gas_cogen,2025,4.890642
19-huasteca,natural_gas_cogen,2026,4.9716168
19-huasteca,natural_gas_cogen,2027,5.0525916
19-huasteca,natural_gas_cogen,2028,5.1335664
19-huasteca,natural_gas_cogen,2029,5.2145412
19-huasteca,natural_gas_cogen,2030,5.295516
19-huasteca,natural_gas_cogen,2031,5.3764908
19-huasteca,natural_gas_cogen,2032,5.4574656
19-huasteca,natural_gas_cogen,2033,5.5384404
19-huasteca,natural_gas_cogen,2034,5.6194152
19-huasteca,natural_gas_cogen,2035,5.70039
19-huasteca,natural_gas_cogen,2036,5.7813648
19-huasteca,natural_gas_cogen,2037,5.8623396
19-huasteca,natural_gas_cogen,2038,5.9433144
19-huasteca,natural_gas_cogen,2039,6.0242892
19-huasteca,natural_gas_cogen,2040,6.105264
19-huasteca,natural_gas_cogen,2041,6.1862388
19-huasteca,natural_gas_cogen,2042,6.2672136
19-huasteca,natural_gas_cogen,2043,6.3481884
19-huasteca,natural_gas_cogen,2044,6.4291632
19-huasteca,natural_gas_cogen,2045,6.510138
19-huasteca,natural_gas_cogen,2046,6.5911128
19-huasteca,natural_gas_cogen,2047,6.6720876
19-huasteca,natural_gas_cogen,2048,6.7530624
19-huasteca,natural_gas_cogen,2049,6.8340372
19-huasteca,natural_gas_cogen,2050,6.915012
20-tamazunchale,natural_gas,2020,4.55
20-tamazunchale,natural_gas,2021,4.5860794
20-tamazunchale,natural_gas,2022,4.6672948
20-tamazunchale,natural_gas,2023,4.7485102
20-tamazunchale,natural_gas,2024,4.8297256
20-tamazunchale,natural_gas,2025,4.910941
20-tamazunchale,natural_gas,2026,4.9921564
20-tamazunchale,natural_gas,2027,5.0733718
20-tamazunchale,natural_gas,2028,5.1545872
20-tamazunchale,natural_gas,2029,5.2358026
20-tamazunchale,natural_gas,2030,5.317018
20-tamazunchale,natural_gas,2031,5.3982334
20-tamazunchale,natural_gas,2032,5.4794488
20-tamazunchale,natural_gas,2033,5.5606642
20-tamazunchale,natural_gas,2034,5.6418796
20-tamazunchale,natural_gas,2035,5.723095
20-tamazunchale,natural_gas,2036,5.8043104
20-tamazunchale,natural_gas,2037,5.8855258
20-tamazunchale,natural_gas,2038,5.9667412
20-tamazunchale,natural_gas,2039,6.0479566
20-tamazunchale,natural_gas,2040,6.129172
20-tamazunchale,natural_gas,2041,6.2103874
20-tamazunchale,natural_gas,2042,6.2916028
20-tamazunchale,natural_gas,2043,6.3728182
20-tamazunchale,natural_gas,2044,6.4540336
20-tamazunchale,natural_gas,2045,6.535249
20-tamazunchale,natural_gas,2046,6.6164644
20-tamazunchale,natural_gas,2047,6.6976798
20-tamazunchale,natural_gas,2048,6.7788952
20-tamazunchale,natural_gas,2049,6.8601106
20-tamazunchale,natural_gas,2050,6.941326
20-tamazunchale,natural_gas_cogen,2020,4.55
20-tamazunchale,natural_gas_cogen,2021,4.5860794
20-tamazunchale,natural_gas_cogen,2022,4.6672948
20-tamazunchale,natural_gas_cogen,2023,4.7485102
20-tamazunchale,natural_gas_cogen,2024,4.8297256
20-tamazunchale,natural_gas_cogen,2025,4.910941
20-tamazunchale,natural_gas_cogen,2026,4.9921564
20-tamazunchale,natural_gas_cogen,2027,5.0733718
20-tamazunchale,natural_gas_cogen,2028,5.1545872
20-tamazunchale,natural_gas_cogen,2029,5.2358026
20-tamazunchale,natural_gas_cogen,2030,5.317018
20-tamazunchale,natural_gas_cogen,2031,5.3982334
20-tamazunchale,natural_gas_cogen,2032,5.4794488
20-tamazunchale,natural_gas_cogen,2033,5.5606642
20-tamazunchale,natural_gas_cogen,2034,5.6418796
20-tamazunchale,natural_gas_cogen,2035,5.723095
20-tamazunchale,natural_gas_cogen,2036,5.8043104
20-tamazunchale,natural_gas_cogen,2037,5.8855258
20-tamazunchale,natural_gas_cogen,2038,5.9667412
20-tamazunchale,natural_gas_cogen,2039,6.0479566
20-tamazunchale,natural_gas_cogen,2040,6.129172
20-tamazunchale,natural_gas_cogen,2041,6.2103874
20-tamazunchale,natural_gas_cogen,2042,6.2916028
20-tamazunchale,natural_gas_cogen,2043,6.3728182
20-tamazunchale,natural_gas_cogen,2044,6.4540336
20-tamazunchale,natural_gas_cogen,2045,6.535249
20-tamazunchale,natural_gas_cogen,2046,6.6164644
20-tamazunchale,natural_gas_cogen,2047,6.6976798
20-tamazunchale,natural_gas_cogen,2048,6.7788952
20-tamazunchale,natural_gas_cogen,2049,6.8601106
20-tamazunchale,natural_gas_cogen,2050,6.941326
21-guemez,natural_gas,2020,4.51
21-guemez,natural_gas,2021,4.5444379
21-guemez,natural_gas,2022,4.6247518
21-guemez,natural_gas,2023,4.7050657
21-guemez,natural_gas,2024,4.7853796
21-guemez,natural_gas,2025,4.8656935
21-guemez,natural_gas,2026,4.9460074
21-guemez,natural_gas,2027,5.0263213
21-guemez,natural_gas,2028,5.1066352
21-guemez,natural_gas,2029,5.1869491
21-guemez,natural_gas,2030,5.267263
21-guemez,natural_gas,2031,5.3475769
21-guemez,natural_gas,2032,5.4278908
21-guemez,natural_gas,2033,5.5082047
21-guemez,natural_gas,2034,5.5885186
21-guemez,natural_gas,2035,5.6688325
21-guemez,natural_gas,2036,5.7491464
21-guemez,natural_gas,2037,5.8294603
21-guemez,natural_gas,2038,5.9097742
21-guemez,natural_gas,2039,5.9900881
21-guemez,natural_gas,2040,6.070402
21-guemez,natural_gas,2041,6.1507159
21-guemez,natural_gas,2042,6.2310298
21-guemez,natural_gas,2043,6.3113437
21-guemez,natural_gas,2044,6.3916576
21-guemez,natural_gas,2045,6.4719715
21-guemez,natural_gas,2046,6.5522854
21-guemez,natural_gas,2047,6.6325993
21-guemez,natural_gas,2048,6.7129132
21-guemez,natural_gas,2049,6.7932271
21-guemez,natural_gas,2050,6.873541
21-guemez,natural_gas_cogen,2020,4.51
21-guemez,natural_gas_cogen,2021,4.5444379
21-guemez,natural_gas_cogen,2022,4.6247518
21-guemez,natural_gas_cogen,2023,4.7050657
21-guemez,natural_gas_cogen,2024,4.7853796
21-guemez,natural_gas_cogen,2025,4.8656935
21-guemez,natural_gas_cogen,2026,4.9460074
21-guemez,natural_gas_cogen,2027,5.0263213
21-guemez,natural_gas_cogen,2028,5.1066352
21-guemez,natural_gas_cogen,2029,5.1869491
21-guemez,natural_gas_cogen,2030,5.267263
21-guemez,natural_gas_cogen,2031,5.3475769
21-guemez,natural_gas_cogen,2032,5.4278908
21-guemez,natural_gas_cogen,2033,5.5082047
21-guemez,natural_gas_cogen,2034,5.5885186
21-guemez,natural_gas_cogen,2035,5.6688325
21-guemez,natural_gas_cogen,2036,5.7491464
21-guemez,natural_gas_cogen,2037,5.8294603
21-guemez,natural_gas_cogen,2038,5.9097742
21-guemez,natural_gas_cogen,2039,5.9900881
21-guemez,natural_gas_cogen,2040,6.070402
21-guemez,natural_gas_cogen,2041,6.1507159
21-guemez,natural_gas_cogen,2042,6.2310298
21-guemez,natural_gas_cogen,2043,6.3113437
21-guemez,natural_gas_cogen,2044,6.3916576
21-guemez,natural_gas_cogen,2045,6.4719715
21-guemez,natural_gas_cogen,2046,6.5522854
21-guemez,natural_gas_cogen,2047,6.6325993
21-guemez,natural_gas_cogen,2048,6.7129132
21-guemez,natural_gas_cogen,2049,6.7932271
21-guemez,natural_gas_cogen,2050,6.873541
22-tepic,diesel,2020,17.02
22-tepic,diesel,2021,17.7695
22-tepic,diesel,2022,17.974
22-tepic,diesel,2023,18.1785
22-tepic,diesel,2024,18.383
22-tepic,diesel,2025,18.5875
22-tepic,diesel,2026,18.792
22-tepic,diesel,2027,18.9965
22-tepic,diesel,2028,19.201
22-tepic,diesel,2029,19.4055
22-tepic,diesel,2030,19.61
22-tepic,diesel,2031,19.8145
22-tepic,diesel,2032,20.019
22-tepic,diesel,2033,20.2235
22-tepic,diesel,2034,20.428
22-tepic,diesel,2035,20.6325
22-tepic,diesel,2036,20.837
22-tepic,diesel,2037,21.0415
22-tepic,diesel,2038,21.246
22-tepic,diesel,2039,21.4505
22-tepic,diesel,2040,21.655
22-tepic,diesel,2041,21.8595
22-tepic,diesel,2042,22.064
22-tepic,diesel,2043,22.2685
22-tepic,diesel,2044,22.473
22-tepic,diesel,2045,22.6775
22-tepic,diesel,2046,22.882
22-tepic,diesel,2047,23.0865
22-tepic,diesel,2048,23.291
22-tepic,diesel,2049,23.4955
22-tepic,diesel,2050,23.7
22-tepic,fuel_oil,2020,12.36
22-tepic,fuel_oil,2021,12.7252
22-tepic,fuel_oil,2022,12.9834
22-tepic,fuel_oil,2023,13.2416
22-tepic,fuel_oil,2024,13.4998
22-tepic,fuel_oil,2025,13.758
